Location,Code,Object,Text,,,,,,,,,
0,v7j0,Презервативи + Сірники,"Якби це були ""Кодові імена"", я б сказав ""гарячий, 2"".",,,,,,,,Презервативы + Спички,"Если бы это были ""Кодовые имена"", я бы сказал ""горячий, 2""."
0,9g2,Креслення + Мобільний телефон,"Було б набагато ефективніше зробити фото... але я старомодний, окей?",,,,,,,,Чертежи + Мобильный телефон,"Было бы гораздо эффективнее сделать фото... но я старомоден, окей?"
0,v9g8,Креслення + Фальшива форма,"Думаю, я їх уже запам'ятав.",,,,,,,,Чертежи + Фальшивая форма,"Думаю, я их уже запомнил."
0,v9h3,Креслення + Іржавий ключ,"Ці плани точні, але не НАСТІЛЬКИ точні.",,,,,,,,Чертежи + Ржавый ключ,"Эти планы точны, но не НАСТОЛЬКО точны."
0,v9i0,Оглянути креслення,"Згідно з ними, тут є вентиляційна шахта... [Викресліть H5.]",,,,,,,,Осмотреть чертежи,"Согласно им, тут есть вентиляционная шахта... [Вычеркните H5.]"
0,v9j0,Креслення + Сірники,[Якщо F1: Читати v9p3. Інакше:] Сірники занадто мокрі...,,,,,,,,Чертежи + Спички,[Если F1: Читать v9p3. Иначе:] Спички слишком мокрые...
0,v9p3,Креслення + Сірники,[Креслення згорають у полум'ї. Видаліть картку №09. Викресліть H5.],,,,,,,,Чертежи + Спички,[Чертежи сгорают в пламени. Удалите карту №09. Вычеркните H5.]
0,x0g4,Фальшива форма,"Вона всередині! Нарешті. Тепер треба знайти гарне місце, щоб переодягнутися.",,,,,,,,Фальшивая форма,"Она внутри! Наконец-то. Теперь нужно найти хорошее место, чтобы переодеться."
0,x5x2,Передавач,"Тепер, коли він у в'язниці, що я там збирався з ним робити?",,,,,,,,Передатчик,"Теперь, когда он в тюрьме, что я там собирался с ним делать?"
0,z5m0,Летючий телефон,Нарешті він усередині! Що тепер?,,,,,,,,Летающий телефон,Наконец-то он внутри! Что теперь?
0,z6e8,Цегла,Я прив'язав до неї зубну нитку.,,,,,,,,Кирпич,Я привязал к нему зубную нить.
0,z8d3,Летючий телефон + Викрутка,"Гадаю, я міг би лопнути кульку, але яка мені з того користь?",,,,,,,,Летающий телефон + Отвертка,"Думаю, я мог бы лопнуть шарик, но какая мне от этого польза?"
0,z8j8,Летючий телефон + Магніт,"Якщо я прикріплю магніт до телефону, він більше не буде летіти.",,,,,,,,Летающий телефон + Магнит,"Если я прикреплю магнит к телефону, он больше не будет летать."
0,z9z3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,"Эй, ты что творишь? Никто не говорил тебе читать этот код! [Возьмите карту №39.]"
0,b0b3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,"Эй, ты что творишь? Никто не говорил тебе читать этот код! [Возьмите карту №39.]"
0,b1g8,Магніт + Фальшива форма,"Ні, занадто великий.",,,,,,,,Магнит + Фальшивая форма,"Нет, слишком большой."
0,b1i0,Використати Магніт,Я не можу його ввімкнути. Він ніколи не вимикається.,,,,,,,,Использовать Магнит,Я не могу его включить. Он никогда не выключается.
0,c1g8,Пляшка + Фальшива форма,"[Якщо D9: Читати c1m4. Інакше:] Ні, мені не потрібна ця пляшка у формі.",,,,,,,,Бутылка + Фальшивая форма,"[Если D9: Читать c1m4. Иначе:] Не, мне не нужна эта бутылка в форме."
0,c1m4,Пляшка + Фальшива форма,"Так, гаразд, трохи почистимо її... Ось, гарна і свіжа.",,,,,,,,Бутылка + Фальшивая форма,"Да, ладно, немного почистим ее... Вот, красивая и свежая."
0,c1v2,Пляшка + Коктейль,[Якщо D9: Читати c2e1. Інакше:] Я б краще наповнив пляшку чимось... чистим.,,,,,,,,Бутылка + Коктейль,[Если D9: Читать c2e1. Иначе:] Я бы лучше наполнил бутылку чем-то... чистым.
0,c2e1,Пляшка + Коктейль,"Цей коктейль огидний, хоч скільки його розбавляй.",,,,,,,,Бутылка + Коктейль,"Этот коктейль отвратителен, сколько его ни разбавляй."
0,d3k9,Одяг,Сорочка тепер вицвіло-охриста... Ніхто на це не клюне.,,,,,,,,Одежда,Рубашка теперь выцветше-охристая... Никто на это не клюнет.
0,d5i3,Одяг,Штани тепер темно-зелені. Вже краще!,,,,,,,,Одежда,Штаны теперь темно-зеленые. Уже лучше!
0,d5v5,Одяг,"Я прикріпив значок до сорочки. Думаю, прокотить.",,,,,,,,Одежда,"Я прикрепил значок к рубашке. Думаю, прокатит."
0,d6c1,Пляшка + Коробка пластівців,"Ми що, сніданок готуємо?",,,,,,,,Бутылка + Коробка хлопьев,"Мы что, завтрак готовим?"
0,d6p4,Пляшка + Чайні пакетики,"Термін придатності чаю давно минув, тож ні, дякую.",,,,,,,,Бутылка + Чайные пакетики,"Срок годности чая давно истёк, так что нет, спасибо."
0,d6t2,Пляшка + Презервативи,"[Якщо D9: Читати d6v0. Інакше:] Чувак, я чудово знаю, як одягати презерватив.",,,,,,,,Бутылка + Презервативы,"[Если D9: Читать d6v0. Иначе:] Чувак, я прекрасно знаю, как надевать презерватив."
0,d6v0,Пляшка + Презервативи,"Гадаю, я міг би зробити водяну бомбочку...",,,,,,,,Бутылка + Презервативы,"Думаю, я мог бы сделать водяную бомбочку..."
0,d6x4,Пляшка + Свинцева труба,"Занадто велика, щоб використовувати її як соломинку...",,,,,,,,Бутылка + Свинцовая труба,"Слишком большая, чтобы использовать ее как соломинку..."
0,d8e8,Цегла + Летючий телефон,"Авжеж, після всіх цих зусиль, давай знову зробимо його важким.",,,,,,,,Кирпич + Летающий телефон,"Конечно, после всех этих усилий, давай снова сделаем его тяжелым."
0,d8g2,Цегла + Мобільний телефон,[Якщо A9: Читати d8g4. Інакше:] Ось такий вигляд колись мали телефони...,,,,,,,,Кирпич + Мобильный телефон,[Если A9: Читать d8g4. Иначе:] Вот так когда-то выглядели телефоны...
0,d8g4,Цегла + Мобільний телефон,"Я майже впевнений, що це рано чи пізно зламає мій телефон.",,,,,,,,Кирпич + Мобильный телефон,"Я почти уверен, что это рано или поздно сломает мой телефон."
0,d8g8,Цегла + Фальшива форма,"Це справді чудова ідея... чекай, ні, тепер форма вся брудна.",,,,,,,,Кирпич + Фальшивая форма,"Это действительно отличная идея... погоди, нет, теперь форма вся грязная."
0,d8h3,Цегла + Іржавий ключ,[Якщо A9: Читати d8h9. Інакше:] Цей ключ і так у досить поганому стані.,,,,,,,,Кирпич + Ржавый ключ,[Если A9: Читать d8h9. Иначе:] Этот ключ и так в довольно плохом состоянии.
0,d8h9,Цегла + Іржавий ключ,Найгірший. Брелок. У світі!,,,,,,,,Кирпич + Ржавый ключ,Худший. Брелок. В мире!
0,d8i0,Використати Цеглу,"Думаю, я просто потримаю це, поки не знатиму, що з ним робити.",,,,,,,,Использовать Кирпич,"Думаю, я просто подержу это, пока не буду знать, что с ним делать."
0,e1p5,Використати Одяг,"У кишенях порожньо. І я не бачу причин, чому я маю це вдягати.",,,,,,,,Использовать Одежду,"В карманах пусто. И я не вижу причин, почему я должен это надевать."
0,e1r3,Одяг + Коктейль,Це лише пофарбувало б їх у синій колір.,,,,,,,,Одежда + Коктейль,Это только покрасило бы их в синий цвет.
0,e5b3,Мітла + Фальшива форма,"Гадаю, я міг би зробити опудало...",,,,,,,,Метла + Фальшивая форма,"Думаю, я мог бы сделать пугало..."
0,e5t7,Мітла + Сірники,"Ну, я міг би використати це як смолоскип...",,,,,,,,Метла + Спички,"Ну, я мог бы использовать это как факел..."
0,e6b2,Листівка,[Ви можете використати листівку для подорожі до будь-якої локації...],,,,,,,,Открытка,[Вы можете использовать открытку для путешествия в любую локацию...]
0,g6p5,Оглянути ключ,"На бірці написано ""Комора"".",,,,,,,,Осмотреть ключ,"На бирке написано ""Кладовая""."
0,h3j8,Магнітна картка + Магніт,"Чувак, чудова ідея, зробімо цю картку абсолютно марною... [Візьміть картку №58.]",,,,,,,,Магнитная карта + Магнит,"Чувак, отличная идея, давай сделаем эту карту абсолютно бесполезной... [Возьмите карту №58.]"
0,h4h9,Мобільний телефон + Повітряна куля,"[Якщо A8: Читати h4i0. Інакше:] Що б я не робив, телефон весь час відпадає.",,,,,,,,Мобильный телефон + Воздушный шар,"[Если A8: Читать h4i0. Иначе:] Что бы я ни делал, телефон все время отваливается."
0,h4i0,Мобільний телефон + Повітряна куля,[Видаліть картки №12 та №13. Викресліть F8. Візьміть картку №08.],,,,,,,,Мобильный телефон + Воздушный шар,[Удалите карты №12 и №13. Вычеркните F8. Возьмите карту №08.]
0,h4j8,Мобільний телефон + Магніт,Це може стерти мою пам'ять... Я б дуже не хотів забути свою головну мету.,,,,,,,,Мобильный телефон + Магнит,Это может стереть мою память... Я бы очень не хотел забыть свою главную цель.
0,h4x9,Мобільний телефон + Чайні пакетики,"У Майка, мабуть, є важливіші справи, ніж сміятися з моїх жартів.",,,,,,,,Мобильный телефон + Чайные пакетики,"У Майка, наверное, есть дела поважнее, чем смеяться над моими шутками."
0,h5e8,Вішак + Летючий телефон,"Ні, надто важкий.",,,,,,,,Вешалка + Летающий телефон,"Нет, слишком тяжелый."
0,h5g8,Вішак + Фальшива форма,"Не думав, що це можливо, але це справді працює! [Викресліть E6. Видаліть картку №01.]",,,,,,,,Вешалка + Фальшивая форма,"Не думал, что это возможно, но это действительно работает! [Вычеркните E6. Удалите карту №01.]"
0,h5m7,Вішак + Одяг,"М-м, так, ніби є сенс, але... навіщо?",,,,,,,,Вешалка + Одежда,"М-м, да, вроде есть смысл, но... зачем?"
