Scene,Trigger,Person,EN,UK,RU
H,,Fly,"Hi, mom. It's me. Can you pick up the phone? (...) Alright, that's fine, too. Just wanted to tell you that I'm good. I think I'm getting used to this place. Not everyone in here is messed up. And we have books and games and the food is alright. And the guards are pretty ok. Today one of them even let me use the visitors' bathroom. It was good being in a clean bathroom for a change. One where the stalls have doors, you know. It's the one on the bottom floor, you know the one. You should check it out when you come visit me, alright? Ok, what else... Did you get a chance to get the thing we talked about? How's my old apartment holding up? By the way, I forgot to tell you, in case you haven't been yet: The breaker box is on the fritz. It's no biggie-just don't turn on the lights in the hallway. ","Привіт, мамо. Це я. Можеш узяти слухавку? (...) Гаразд, так теж добре. Просто хотів сказати, що в мене все добре. Здається, я звикаю до цього місця. Не всі тут такі вже й пропащі. У нас є книжки та ігри, і їжа нормальна. І охоронці нічого такі. Сьогодні один із них навіть дозволив мені скористатися туалетом для відвідувачів. Приємно було побувати в чистому туалеті, для різноманітності. Там, де в кабінках є двері, знаєш. Це той, що на нижньому поверсі, ти знаєш який. Заціни його, коли прийдеш до мене, добре? Так, що ще... Тобі вдалося дістати ту штуку, про яку ми говорили? Як там моя стара квартира? До речі, забув попередити, якщо ти ще там не була: щиток запобіжників барахлить. Нічого страшного — просто не вмикай світло в коридорі.","Привет, мам. Это я. Можешь взять трубку? (...) Ладно, так тоже пойдет. Просто хотел сказать, что у меня все хорошо. Кажется, я привыкаю к этому месту. Не все здесь такие уж отморозки. У нас есть книги и игры, и еда нормальная. И охранники ничего такие. Сегодня один из них даже разрешил мне воспользоваться туалетом для посетителей. Было приятно оказаться в чистом туалете, для разнообразия. Там, где у кабинок есть двери, знаешь. Это тот, что на нижнем этаже, ты знаешь какой. Зацени его, когда придешь ко мне, ладно? Так, что еще... Тебе удалось достать ту штуку, о которой мы говорили? Как там моя старая квартира? Кстати, забыл предупредить, если ты еще там не была: блок предохранителей барахлит. Ничего страшного — просто не включай свет в коридоре."
H,,,Put card #54 into location 20.,Покладіть картку №54 у локацію 20.,Положите карту №54 в локацию 20.
H,,Hook,Whoops.,Ой-ой.,Ой-ой.
H,,Fly,"Anyway, listen, that's about it. Just ... watch out for yourself, alright? We'll have a big party when I get out, one that people will be talking about for a long, long time. Hope you're already prepping for it because it's gonna get real wild. Ok, I'll try to call again. Love you, bye. ","Коротше, слухай, це все. Просто... бережи себе, добре? Коли я вийду, ми влаштуємо грандіозну вечірку, про яку люди говоритимуть дуже довго. Сподіваюся, ти вже готуєшся, бо буде справді гаряче. Гаразд, я спробую подзвонити ще раз. Люблю тебе, бувай.","Короче, слушай, это все. Просто... береги себя, ладно? Когда я выйду, мы закатим грандиозную вечеринку, о которой люди будут говорить очень долго. Надеюсь, ты уже готовишься, потому что будет по-настоящему жарко. Ладно, я попробую позвонить еще раз. Люблю тебя, пока."
H,,,The line clicks; the message is over. Remove the overlay in location 20 (card #54) from the game. Go to location 20 and read z5m9 there.,У слухавці клацає; повідомлення завершено. Приберіть накладку в локації 20 (картка №54) з гри. Перейдіть до локації 20 і прочитайте там z5m9.,В трубке щелкает; сообщение завершено. Уберите накладку в локации 20 (карта №54) из игры. Перейдите к локации 20 и прочитайте там z5m9.
J,,Bouncer,Hey you! Want a drink?,"Гей, ти! Хочеш випити?","Эй, ты! Хочешь выпить?"
J,,,Cross off E2. Take card #24.,Викресліть E2. Візьміть картку №24.,Вычеркните E2. Возьмите карту №24.
J,,Hook,"Er, sure What is in this? It's so blue. ","Ем, звісно... А що це? Воно таке синє.","Э-э, конечно... А что внутри? Оно такое синее."
J,,Bouncer,Hell if I know. Just take it and drink it.,Біс його знає. Просто бери і пий.,Черт его знает. Просто бери и пей.
J,,Hook,"Er, I think I'm gonna pass... Speaking of: Would you let me through? I need to get inside. ","Ем, я, мабуть, утримаюсь... До речі: пропустиш мене? Мені треба всередину.","Э-э, я, пожалуй, воздержусь... Кстати: пропустишь меня? Мне нужно внутрь."
J,,Bouncer,M-hm. Can I see your ID?,Угу. Можна твоє посвідчення?,Угу. Можно твои документы?
J,,Hook,"Well, I hope so, they don't make them in braille. ","Ну, сподіваюся, що так, їх же не друкують шрифтом Брайля.","Ну, надеюсь, что да, их же не печатают шрифтом Брайля."
J,,Bouncer,"That's funny. But I ain't letting you in without ID, funny boy. ","Це смішно. Але я тебе без документів не впущу, жартівнику.","Смешно. Но без документов я тебя не пущу, шутник."
J,,Hook,I don't have any. My dog must've ate it.,"У мене немає. Мабуть, собака з'їв.","У меня нет. Наверное, собака съела."
J,,Bouncer,Then you're not getting in.,Тоді ти не зайдеш.,Тогда ты не войдешь.
J,,Hook,But-why even give out cocktails if you don't let people in?,"Але... навіщо взагалі роздавати коктейлі, якщо не пускаєш людей?","Но... зачем вообще раздавать коктейли, если людей не пускаешь?"
J,,Bouncer,Dunno. I just follow orders.,Без поняття. Я просто виконую накази.,Без понятия. Я просто выполняю приказы.
J,,Hook,"OK ... well, how about I tell you a joke and if I make you laugh you let me in? ","Гаразд... ну, а як щодо того, що я розкажу тобі жарт, і якщо я тебе розсмішу, ти мене впустиш?","Ладно... ну, а как насчет того, что я расскажу тебе шутку, и если я тебя рассмешу, ты меня впустишь?"
J,,Bouncer,Forget it. No one gets past me.,Забудь. Ніхто не пройде повз мене.,Забудь. Никто не пройдет мимо меня.
J,,Hook,"Aw, come on, it'll be fun. Listen: A dog, a duck and a priest walk into a bar- ","Ой, та годі, буде весело. Слухай: Собака, качка та священник заходять у бар...","Ой, да ладно, будет весело. Слушай: Собака, утка и священник заходят в бар..."
J,,Bouncer,Sounds like that bar needs a better bouncer.,"Схоже, цьому бару потрібен кращий вишибала.","Похоже, этому бару нужен вышибала получше."
J,,Hook,"Yeah, ok. How about this one- ","Ага, добре. А як щодо цього...","Ага, ладно. А как насчет этого..."
J,,Bouncer,"I would never let in a duck. Crappin' all over the place, quacking as if they bein' chased by the devil himself, them dumb birds, I tell ya. ","Я б ніколи не впустив качку. Тільки й роблять, що серуть усюди, крякають, ніби за ними сам диявол женеться... Дурні птахи, кажу тобі.","Я бы ни за что не впустил утку. Гадят повсюду, крякают, будто за ними сам дьявол гонится... Тупые птицы, говорю тебе."
J,,Hook,"Right, yeah, got it. Ok, never mind. Maybe there's some other way I could make you change your mind? Like, say ... how does ... one candy bar wrapper and a hand full of ... multicolored lint sound to you? ","Ясно, так, зрозумів. Гаразд, проїхали. Може, є якийсь інший спосіб змінити твою думку? Наприклад... як тобі... одна обгортка від батончика і жменя... різнокольорового пуху з кишені?","Ясно, да, понял. Ладно, проехали. Может, есть какой-то другой способ изменить твое мнение? Например... как тебе... одна обертка от батончика и горсть... разноцветного пуха из кармана?"
J,,Bouncer,"Boss said if I want to keep this job, I don't take no bribes. Not even if it's nice lint like what you got there. You a collector? ","Бос сказав, що якщо я хочу зберегти цю роботу — жодних хабарів. Навіть якщо це такий чудовий пух, як у тебе. Ти колекціонер?","Босс сказал, что если я хочу сохранить работу — никаких взяток. Даже если это такой классный пух, как у тебя. Ты коллекционер?"
J,,Hook,A collector? Of what? Of lint?,Колекціонер? Чого? Пуху?,Коллекционер? Чего? Пуха?
J,,Bouncer,"It's fine, I got a couple jars at home, too. Do you dye yours even? I fill up about two jars a year. Belly button-grove mostly, but I ain't picky about which end I get 'em from, if you know what I mean, heh heh. ","Нічого страшного, у мене вдома теж є кілька банок. Ти свій фарбуєш? Я набираю десь дві банки на рік. Здебільшого з пупкової западини, але я не перебірливий щодо того, з якого боку його діставати, якщо ти розумієш, про що я, хе-хе.","Ничего страшного, у меня дома тоже есть пара банок. Ты свой красишь? Я набираю где-то две банки в год. В основном из пупка, но я не привередлив насчет того, с какой стороны его доставать, если ты понимаешь, о чем я, хе-хе."
J,,Hook,That is the most disgusting thing I've ever heard and you are now my favorite person in the world.,"Це найогидніше, що я коли-небудь чув, і тепер ти моя улюблена людина у світі.","Это самая отвратительная вещь, которую я когда-либо слышал, и теперь ты мой любимый человек в мире."
J,,Bouncer,"That so? I don't think much of it, really. I just like collecting things. Keeps me busy. Movie tickets, soda cans, toenail clippings, sugar packets, trading cards, you name it, I collect it. Can't get enough of all 'at. ","Справді? Я не надаю цьому великого значення. Просто люблю збирати речі. Це мене займає. Квитки в кіно, банки з-під газованої води, обрізки нігтів, пакетики цукру, колекційні картки — все, що завгодно, я збираю. Ніяк не можу насититися цим.","Правда? Я не придаю этому особого значения. Просто люблю собирать вещи. Это меня занимает. Билеты в кино, банки из-под газировки, обрезки ногтей, пакетики сахара, коллекционные карточки — всё, что угодно, я собираю. Никак не могу насытиться этим."
J,,Hook,"Yeah, well, you know what I can never get enough of? The satisfaction of helping out a friend. Those smiles you never forget. Like, I'd be grinning from ear to ear if you'd let me in for example. ","Ага, ну, знаєш, чого мені завжди мало? Задоволення від допомоги другу. Тих посмішок, які ніколи не забуваються. Наприклад, я б посміхався від вуха до вуха, якби ти мене впустив.","Ага, ну, знаешь, чего мне всегда мало? Удовольствия от помощи другу. Тех улыбок, которые никогда не забываются. Например, я бы улыбался до ушей, если бы ты меня впустил."
J,,Bouncer,"Tryin' a play smart with me, eh? You ain't getting nowhere. I'll guard this door with my life if I have to. ","Намагаєшся мудрувати зі мною, га? Нічого не вийде. Я буду охороняти ці двері ціною власного життя, якщо доведеться.","Пытаешься умничать со мной, а? Ничего не выйдет. Я буду охранять эту дверь ценой собственной жизни, если придется."
J,,Hook,But-no one has even tried to enter this place since I got here! It's not like this is the hottest place in town! Doesn't your boss need customers to run this joint?,"Але ж... ніхто навіть не намагався зайти сюди, відколи я тут! Не схоже, що це найпопулярніше місце в місті! Хіба твоєму босу не потрібні клієнти, щоб цей заклад працював?","Но ведь... никто даже не пытался зайти сюда с тех пор, как я здесь! Не похоже, что это самое популярное место в городе! Разве твоему боссу не нужны клиенты, чтобы это заведение работало?"
J,,Bouncer,"I don't make the rules, kiddo. Boss man's got it all figured out. ","Не я встановлюю правила, малий. Бос усе продумав.","Не я устанавливаю правила, малыш. Босс всё продумал."
J,,Hook,Right. See you later.,Ясно. Побачимося.,Ясно. Увидимся.
J,,,Return to location 12.,Повернення до локації 12.,Вернитесь к точке 12.
J,E9,Hook,You interested in stamps at all?,Тебе взагалі цікавлять марки?,Тебя вообще интересуют марки?
J,E9,Bouncer,Ha! Am I interested in stamps. Are you seriously asking me that?,Ха! Чи цікавлять мене марки? Ти серйозно мене про це питаєш?,Ха! Интересуют ли меня марки? Ты серьезно меня об этом спрашиваешь?
J,E9,Hook,Er ... yeah? Aren't you? Because I have this stamp I could give you,"Ем... так? Хіба ні? Бо в мене є ось ця марка, яку я міг би тобі дати...","Эм... да? Разве нет? Потому что у меня есть вот эта марка, которую я мог бы тебе дать..."
J,E9,Bouncer,"Kid, I have boatloads of stamps. I got stamps coming out of my ears. You really think you have a stamp I don't own yet? ","Малий, у мене тьма тих марок. Вони в мене вже з вух лізуть. Ти справді думаєш, що в тебе є марка, якої в мене ще немає?","Малыш, у меня куча марок. Они у меня уже из ушей лезут. Ты правда думаешь, что у тебя есть марка, которой у меня еще нет?"
J,E9,Hook,"Oh, OK. It's just, I found this old postcard and I thought maybe- ","О, гаразд. Просто я знайшов цю стару листівку і подумав, може...","О, ладно. Просто я нашел эту старую открытку и подумал, может..."
J,E9,Bouncer,"Hold on, hold on. Is that a 1956 edition of ""Weird Symbols, Arrows, and Codes""?! ","Чекай, чекай. Це що, видання «Дивних символів, стрілок та кодів» 1956 року?!","Погоди, погоди. Это что, издание «Странных символов, стрелок и кодов» 1956 года?!"
J,E9,Hook,"Er, sure. ","Ем, напевно.","Эм, наверное."
J,E9,Bouncer,"Do you know what you have there? Only 300 were ever produced! I need to have it, what do you want for it? ","Ти хоч знаєш, що це в тебе? Їх було випущено всього 300 штук! Мені вона потрібна, що ти хочеш за неї?","Ты хоть знаешь, что это у тебя? Их было выпущено всего 300 штук! Мне она нужна, что ты хочешь за нее?"
J,E9,Hook,Nothing. You can have it... if you let me in.,Нічого. Можеш забрати її... якщо впустиш мене.,Ничего. Можешь забрать ее... если впустишь меня.
J,E9,Bouncer,That's it? You just want in?,І все? Просто хочеш увійти?,И всё? Просто хочешь войти?
J,E9,Hook,"Yeah. I mean... not exactly sure why anymore, but ... yeah. ","Так. Тобто... я вже не зовсім впевнений навіщо, але... так.","Да. То есть... я уже не совсем уверен зачем, но... да."
J,E9,Bouncer,"OK, well, okay! Welcome to the Blue Mamba. Let me hold the door for you. Enjoy your stay now, will ya? ","Гаразд, ну, гаразд! Ласкаво просимо до «Блакитної Мамби». Дозволь потримаю тобі двері. Насолоджуйся перебуванням, добре?","Ладно, ну, ладно! Добро пожаловать в «Голубую Мамбу». Позволь придержать тебе дверь. Наслаждайся пребыванием, хорошо?"
J,E9,,Return to location 12 and put card #36 there.,Поверніться до локації 12 та покладіть туди карту №36.,Вернитесь к месту 12 и положите туда карту № 36.
J,F4,Bouncer,What've you got there?,Що там у тебе?,Что там у тебя?
J,F4,Hook,"A coin, from 1964. Is that worth something? Maybe for your collection? ","Монета 1964 року. Вона чогось варта? Можливо, для вашої колекції?","Монета 1964 года. Она чего-то стоит? Может, для вашей коллекции?"
J,F4,Bouncer,"Don't be stupid, kid. A coin from 1964 is just worth what's printed on it. ","Не будь дурнем, малий. Монета 1964 року варта лише того номіналу, що на ній викарбуваний.","Не будь дураком, малыш. Монета 1964 года стоит ровно столько, сколько на ней написано."
J,F4,Hook,"Oh, OK. I'll be back. ","О, гаразд. Я повернуся.","О, хорошо. Я вернусь."
J,F4,,Return to location 12.,Поверніться до локації 12.,Вернитесь к точке 12.
J,F4 & E3,Hook,"How about this one, from 1922? ","А як щодо цієї, 1922 року?","А как насчет этой, 1922 года?"
J,F4 & E3,Bouncer,"Huh, yeah, that's worth about 15 bucks. ","Хм, так, це коштує близько 15 баксів.","Хм, да, это стоит около 15 баксов."
J,F4 & E3,Hook,"Cool, do you want it? ","Круто, хочеш її?","Круто, хочешь её?"
J,F4 & E3,Bouncer,Are you kidding me? I got like 20 of those.,Ти жартуєш? У мене таких штук 20.,Ты шутишь? У меня таких штук 20.
J,F4 & E3,Hook,Right. Later.,Ясно. Бувай.,Ясно. Бывай.
J,F4 & E3,,Return to location 12.,Поверніться до локації 12.,Вернитесь к лоации 12.
J,F4 & E8,Hook,"I found another coin, from 1904 this time. ","Я знайшов ще одну монету, цього разу 1904 року.","Я нашел еще одну монету, на этот раз 1904 года."
J,F4 & E8,Bouncer,Why do all of your coins smell like incense?,Чому всі твої монети пахнуть ладаном?,Почему все твои монеты пахнут ладаном?
J,F4 & E8,Hook,"Er, no reason. Do you want it? ","Ем, просто так. Хочеш її?","Эм, просто так. Хочешь её?"
J,F4 & E8,Bouncer,"Kid, I have all the coins I'll ever need. You'll never get inside like this. ","Малий, у мене є всі монети, які мені коли-небудь знадобляться. Ти так ніколи не потрапиш всередину.","Малыш, у меня есть все монеты, которые мне когда-либо понадобятся. Ты так никогда не попадешь внутрь."
J,F4 & E8,Hook,No?,Ні?,Нет?
J,F4 & E8,Bouncer,"No. But if you really wanna know... I've been looking for a certain stamp for a really long time. It's a 1956 edition of ""Weird Symbols, Arrows, and Codes"". If you get me that, I'll let you in. ","Ні. Але якщо ти справді хочеш знати... Я дуже давно шукаю одну конкретну марку. Це видання «Дивні символи, стрілки та коди» 1956 року. Якщо дістанеш її мені, я тебе впущу.","Нет. Но если ты действительно хочешь знать... Я очень давно ищу одну конкретную марку. Это издание 1956 года «Странные символы, стрелки и коды». Если достанешь ее мне, я тебя впущу."
J,F4 & E8,Hook,"Oh boy. I've been thinking about this all wrong! Thanks, game designers! Now I know what to do. ","Ой лишенько. Я думав про це зовсім неправильно! Дякую геймдизайнерам! Тепер я знаю, що робити.","О боже. Я думал об этом совсем неправильно! Спасибо геймдизайнерам! Теперь я знаю, что делать."
J,F4 & E8,,You're welcome. Return to location 12.,Будь ласка. Поверніться до локації 12.,Пожалуйста. Вернитесь к точке 12.
J,G3,Hook,"Do you collect boxes of cereal by any chance? I found this in a trash can, buried in a thick layer of maggots and immediately had to think of you. ","Ти часом не колекціонуєш коробки з-під пластівців? Я знайшов це у смітнику, поховане під товстим шаром личинок, і одразу подумав про тебе.","Ты случайно не коллекционируешь коробки из-под хлопьев? Я нашел это в мусорке, под толстым слоем личинок, и сразу подумал о тебе."
J,G3,Bouncer,"Hm. I really rather collect those I ate myself. So I can look at the tower of boxes in my living room and think: ""Man, you ate all of those."" If I bring in a pack from the outside that'll only contaminate the experiment. ","Хм. Я волію збирати ті, що з'їв сам. Щоб я міг подивитися на вежу з коробок у вітальні та подумати: «Чувак, ти все це зжер». Якщо я принесу пачку ззовні, це лише зіпсує чистоту експерименту.","Хм. Я предпочитаю собирать те, что съел сам. Чтобы я мог посмотреть на башню из коробок в гостиной и подумать: «Чувак, ты всё это сожрал». Если я принесу пачку извне, это только испортит чистоту эксперимента."
J,G3,Hook,I think I understand. Like if you lined up all the burgers that are being eaten every year you'd go 32 times around the globe. You just do that in your living room.,"Здається, я розумію. Це якби викласти в ряд усі бургери, що з'їдаються за рік, можна було б 32 рази обігнути земну кулю. А ти просто робиш це у своїй вітальні.","Кажется, я понимаю. Это как если бы выложить в ряд все бургеры, съедаемые за год, можно было бы 32 раза обогнуть земной шар. А ты просто делаешь это в своей гостиной."
J,G3,Bouncer,Burgers go in the garage.,Бургери йдуть у гараж.,Бургеры отправляются в гараж.
J,G3,Hook,"Of course they do. Hm, ok, well, I guess I'll keep looking for something you like. ","Ну звісно ж. Хм, гаразд, що ж, мабуть, я продовжу шукати те, що тобі сподобається.","Ну конечно. Хм, ладно, что ж, пожалуй, я продолжу искать то, что тебе понравится."
J,G3,Bouncer,"You can try, but I'll say it again: you ain't getting in, pal. ","Можеш спробувати, але я повторюю: ти не зайдеш, друже.","Можешь попробовать, но я повторю: ты не войдешь, приятель."
J,G3,Hook,"Yeah, yeah, I know. Thanks anyway. ","Та знаю я, знаю. Все одно дякую.","Да знаю я, знаю. Всё равно спасибо."
J,G3,,Return to location 12.,Поверніться до локації 12.,Вернитесь к точке 12.
K,,,"A little while later, back at the lighthouse, you get a call. You can't help but smile as you pick up. Cross off C5.","Трохи згодом, повернувшись на маяк, ти отримуєш дзвінок. Ти не можеш стримати посмішку, піднімаючи слухавку. Викресліть C5.","Немного погодя, вернувшись на маяк, вы получаете звонок. Вы невольно улыбаетесь, поднимая трубку. Вычеркните C5."
K,,Hook,I'm glad you called.,"Радий, що ти зателефонувала.","Рад, что ты позвонила."
K,,Alice,"That doesn't mean I'm in. To be honest, it was either this number or the police's. ","Це ще не означає, що я в ділі. Чесно кажучи, вибір був між цим номером і поліцією.","Это еще не значит, что я в деле. Честно говоря, выбор стоял между этим номером и полицией."
K,,Hook,And yet here we are.,І все ж ми тут.,И всё же мы здесь.
K,,Alice,"Yeah, here we are So what do you want me to do? ","Так, ми тут. То що ти хочеш, щоб я зробила?","Да, мы здесь. Так что ты хочешь, чтобы я сделала?"
K,,Hook,Be at the old lighthouse in 15. I'll tell you everything you wanna know.,"Будь біля старого маяка через 15 хвилин. Я розповім усе, що ти хочеш знати.","Будь у старого маяка через 15 минут. Я расскажу тебе всё, что ты хочешь знать."
K,,,"Without awaiting a response, you hang up and breathe out. It feels like this is the first time you've taken a deep breath since you arrived and you know it will be the last for quite a while. Your eyes wander to Cantaloop Island and your hands clench a little tighter around the handrail.","Не чекаючи відповіді, ти кладеш слухавку і видихаєш. Здається, ти вперше глибоко вдихнув з моменту прибуття, і знаєш, що це востаннє за довгий час. Твій погляд блукає островом Канталуп, а руки міцніше стискають поруччя.","Не дожидаясь ответа, вы вешаете трубку и выдыхаете. Кажется, это первый глубокий вдох с момента вашего приезда, и вы понимаете, что он будет последним на долгое время. Ваш взгляд скользит по острову Канталуп, а руки крепче сжимают поручень."
K,,Hook,"You hear that, White? I'm coming for you. And then you're gonna pay for what you did. ","Чуєш, Вайте? Я йду по тебе. І ти заплатиш за те, що зробив.","Слышишь, Уайт? Я иду за тобой. И ты заплатишь за то, что сделал."
K,,,"To be continued in part II. Thank you for playing ""CANTALOOP: Part I"". We hope you had a blast playing and that you recommend our game to your friends.","Далі буде у другій частині. Дякуємо, що зіграли в ""CANTALOOP: Частина I"". Сподіваємося, ви отримали задоволення і порекомендуєте нашу гру друзям.","Продолжение следует во второй части. Спасибо, что сыграли в ""CANTALOOP: Часть I"". Надеемся, вы отлично провели время и порекомендуете нашу игру друзьям."
L,,Hook,"Here to see ""Fly"". ","Я до ""Мухи"".","Я к ""Мухе""."
L,,Guard,"Good morning, sir. Please put your belongings in one of the lockers you can't bring anything inside. No keys, coins, weapons, batteries, cell phones - nothing. Please note that you will be frisked by a member of our staff and that you will go through a metal detector. Smuggling in contraband is an illegal act and will have consequences. Do you understand? ","Доброго ранку, сер. Будь ласка, покладіть свої речі в одну з шафок — всередину нічого проносити не можна. Жодних ключів, монет, зброї, батарейок, мобільних телефонів — нічого. Зверніть увагу, що вас обшукає наш співробітник, і ви пройдете через металошукач. Пронесення контрабанди є незаконним і матиме наслідки. Ви зрозуміли?","Доброе утро, сэр. Пожалуйста, положите свои вещи в один из шкафчиков — внутрь ничего проносить нельзя. Никаких ключей, монет, оружия, батареек, мобильных телефонов — ничего. Обратите внимание, что вас обыщет наш сотрудник, и вы пройдете через металлодетектор. Пронос контрабанды является незаконным действием и повлечет за собой последствия. Вы поняли?"
L,,Hook,"Yup, got it. I'll just put my stuff in here. ","Ага, зрозумів. Просто покладу свої речі сюди.","Ага, понял. Просто положу свои вещи сюда."
L,,Guard,Thank you for your understanding.,Дякуємо за розуміння.,Благодарим за понимание.
L,,,"Important! Inside the prison (locations marked #), you cannot use any of your items, except the Magnifying Glass. If you need an item on the inside, you will have to smuggle it in somehow. If it helps, you can flip all of your items face down right now and flip them back up when you leave the prison. The same goes for items you may find inside the prison: If you want to use them on the outside, you will have to smuggle them out somehow. Cross off E7. Go to location 05.","Важливо! Усередині в'язниці (локації з позначкою #) ви не можете використовувати жодні свої предмети, крім Лупи. Якщо вам потрібен предмет усередині, доведеться якось пронести його контрабандою. Для зручності ви можете перевернути всі свої карти предметів долілиць прямо зараз і перевернути їх назад, коли вийдете з в'язниці. Те саме стосується предметів, знайдених у в'язниці: якщо хочете використати їх назовні, доведеться якось їх винести. Викресліть E7. Перейдіть до локації 05.","Важно! Внутри тюрьмы (локации с пометкой #) вы не можете использовать никакие свои предметы, кроме Лупы. Если вам нужен предмет внутри, придется как-то пронести его контрабандой. Для удобства вы можете перевернуть все свои карты предметов лицом вниз прямо сейчас и перевернуть их обратно, когда покинете тюрьму. То же касается предметов, найденных в тюрьме: если хотите использовать их снаружи, придется как-то их вынести. Вычеркните E7. Перейдите к локации 05."
L,J4,Hook,"Hey, so how about a drink? ","Гей, то як щодо випивки?","Эй, как насчет выпить?"
L,J4,Guard,"Thanks, I'm at work, and I'm not allowed to drink. ","Дякую, я на роботі, мені не можна пити.","Спасибо, я на работе, мне нельзя пить."
L,J4,Hook,Right. Later...,Ясно. Бувай...,Ясно. Бывай...
L,J4,,Return to location 03.,Повернення до локації 03.,Вернитесь к точке 03.
